polygon	longitude	latitude
0	-67.75	-53.85
0	-66.45	-54.45
0	-65.05	-54.7
0	-65.5	-55.2
0	-66.45	-55.25
0	-66.9599	-54.8968
0	-67.291	-55.3012
0	-68.1486	-55.6118
0	-69.2321	-55.4991
0	-69.9581	-55.1984
0	-71.0057	-55.0538
0	-72.2639	-54.4951
0	-73.2852	-53.9575
0	-74.6625	-52.8375
0	-73.8381	-53.0474
0	-72.4342	-53.7154
0	-71.1077	-54.0743
0	-70.5918	-53.6158
0	-70.2675	-52.9312
0	-69.3457	-52.5183
0	-68.6341	-52.6362
0	-68.634	-52.6364
0	-68.25	-53.1
0	-67.75	-53.85
1	-58.55	-51.1
1	-57.75	-51.55
1	-58.05	-51.9
1	-59.4	-52.2
1	-59.85	-51.85
1	-60.7	-52.3
1	-61.2	-51.85
1	-60	-51.25
1	-59.15	-51.5
1	-58.55	-51.1
2	70.28	-49.71
2	68.745	-49.775
2	68.72	-49.2425
2	68.8675	-48.83
2	68.935	-48.625
2	69.58	-48.94
2	70.525	-49.065
2	70.56	-49.255
2	70.28	-49.71
3	145.398	-40.7925
3	146.3641	-41.1377
3	146.9086	-41.0005
3	147.6893	-40.8083
3	148.2891	-40.8754
3	148.3599	-42.0624
3	148.0173	-42.407
3	147.9141	-43.2115
3	147.5646	-42.9377
3	146.8703	-43.6346
3	146.6633	-43.5809
3	146.0484	-43.5497
3	145.4319	-42.6938
3	145.2951	-42.0336
3	144.7181	-41.1626
3	144.7438	-40.704
3	145.398	-40.7925
4	173.0204	-40.9191
4	173.2472	-41.332
4	173.9584	-40.9267
4	174.2476	-41.3492
4	174.2485	-41.77
4	173.8764	-42.2332
4	173.2227	-42.97
4	172.7112	-43.3723
4	173.0801	-43.8533
4	172.3086	-43.8657
4	171.4529	-44.2425
4	171.1851	-44.8971
4	170.6167	-45.9089
4	169.8314	-46.3558
4	169.3323	-46.6412
4	168.4114	-46.6199
4	167.7637	-46.2902
4	166.6769	-46.2199
4	166.5091	-45.8527
4	167.0464	-45.1109
4	168.3038	-44.124
4	168.9494	-43.9358
4	169.6678	-43.5553
4	170.5249	-43.0317
4	171.1251	-42.5128
4	171.5697	-41.7674
4	171.9487	-41.5144
4	172.0972	-40.9561
4	172.7986	-40.494
4	173.0204	-40.9191
5	174.612	-36.1564
5	175.3366	-37.2091
5	175.3576	-36.5262
5	175.8089	-36.7989
5	175.9585	-37.5554
5	176.7632	-37.8813
5	177.4388	-37.9612
5	178.0104	-37.5798
5	178.5171	-37.6954
5	178.2747	-38.5828
5	177.9705	-39.1663
5	177.207	-39.1458
5	176.94	-39.4497
5	177.0329	-39.8799
5	176.8858	-40.066
5	176.508	-40.6048
5	176.0124	-41.2896
5	175.2396	-41.6883
5	175.0679	-41.4259
5	174.651	-41.2818
5	175.2276	-40.4592
5	174.9002	-39.9089
5	173.824	-39.5089
5	173.8523	-39.1466
5	174.5748	-38.7977
5	174.7435	-38.0278
5	174.697	-37.3811
5	174.292	-36.7111
5	174.319	-36.5348
5	173.841	-36.122
5	173.0542	-35.2371
5	172.636	-34.5291
5	173.007	-34.4507
5	173.5513	-35.0062
5	174.3294	-35.2655
5	174.612	-36.1564
6	167.12	-22.16
6	166.74	-22.4
6	166.1897	-22.1297
6	165.4744	-21.6796
6	164.8298	-21.1498
6	164.168	-20.4447
6	164.0296	-20.1056
6	164.46	-20.12
6	165.02	-20.46
6	165.46	-20.8
6	165.78	-21.08
6	166.6	-21.7
6	167.12	-22.16
7	178.3736	-17.3399
7	178.7181	-17.6285
7	178.5527	-18.1506
7	177.9327	-18.288
7	177.3815	-18.1643
7	177.285	-17.7247
7	177.6709	-17.3811
7	178.1256	-17.5048
7	178.3736	-17.3399
8	179.3641	-16.8014
8	178.7251	-17.012
8	178.5968	-16.6392
8	179.0966	-16.434
8	179.4135	-16.3791
8	180	-16.0671
8	180	-16.5552
8	179.3641	-16.8014
9	-179.9174	-16.5018
9	-180	-16.5552
9	-180	-16.0671
9	-179.7933	-16.0209
9	-179.9174	-16.5018
10	167.8449	-16.4663
10	167.5152	-16.5979
10	167.18	-16.16
10	167.2168	-15.8918
10	167.8449	-16.4663
11	167.1077	-14.9339
11	167.27	-15.74
11	167.0012	-15.6146
11	166.7932	-15.6688
11	166.6499	-15.3927
11	166.6291	-14.6265
11	167.1077	-14.9339
12	50.0565	-13.5558
12	50.2174	-14.7588
12	50.4765	-15.2265
12	50.3771	-15.7061
12	50.2003	-16.0003
12	49.8606	-15.4143
12	49.6726	-15.7102
12	49.8633	-16.451
12	49.7746	-16.875
12	49.4986	-17.106
12	49.4356	-17.9531
12	49.0418	-19.1188
12	48.5485	-20.4969
12	47.9307	-22.3915
12	47.5477	-23.782
12	47.0958	-24.9416
12	46.2825	-25.1785
12	45.4095	-25.6014
12	44.8336	-25.3461
12	44.0397	-24.9883
12	43.7638	-24.4607
12	43.6978	-23.5741
12	43.3457	-22.7769
12	43.2542	-22.0574
12	43.4333	-21.3365
12	43.8937	-21.1633
12	43.8964	-20.8305
12	44.3743	-20.0724
12	44.4644	-19.4355
12	44.2324	-18.962
12	44.043	-18.3314
12	43.9631	-17.4099
12	44.3125	-16.8505
12	44.4465	-16.2162
12	44.9449	-16.1794
12	45.5027	-15.9744
12	45.873	-15.7935
12	46.3122	-15.78
12	46.8822	-15.2102
12	47.7051	-14.5943
12	48.0052	-14.0912
12	47.869	-13.6639
12	48.2938	-13.7841
12	48.8451	-13.0892
12	48.8635	-12.4879
12	49.1947	-12.0406
12	49.5435	-12.4698
12	49.809	-12.8953
12	50.0565	-13.5558
13	143.5618	-13.7637
13	143.9221	-14.5483
13	144.5637	-14.1712
13	144.8949	-14.5945
13	145.3747	-14.985
13	145.272	-15.4282
13	145.4853	-16.2857
13	145.637	-16.7849
13	145.8889	-16.9069
13	146.1603	-17.7617
13	146.0637	-18.2801
13	146.3875	-18.9583
13	147.4711	-19.4807
13	148.1776	-19.9559
13	148.8484	-20.3912
13	148.7175	-20.6335
13	149.2894	-21.2605
13	149.6783	-22.3425
13	150.0774	-22.1228
13	150.4829	-22.5561
13	150.7273	-22.4024
13	150.8996	-23.4622
13	151.6092	-24.0763
13	152.0735	-24.4579
13	152.8552	-25.2675
13	153.1362	-26.0712
13	153.1619	-26.6413
13	153.0929	-27.2603
13	153.5695	-28.1101
13	153.5121	-28.9951
13	153.3391	-29.4582
13	153.0692	-30.3502
13	153.0896	-30.9236
13	152.8916	-31.6404
13	152.45	-32.55
13	151.7091	-33.0413
13	151.344	-33.816
13	151.0106	-34.3104
13	150.7141	-35.1735
13	150.3282	-35.6719
13	150.0752	-36.4202
13	149.9461	-37.1091
13	149.9973	-37.4253
13	149.4239	-37.7727
13	148.3046	-37.8091
13	147.3817	-38.2192
13	146.9221	-38.6065
13	146.3179	-39.0358
13	145.4897	-38.5938
13	144.877	-38.4174
13	145.0322	-37.8962
13	144.4857	-38.0853
13	143.61	-38.8095
13	142.7454	-38.5383
13	142.1783	-38.38
13	141.6066	-38.3085
13	140.6386	-38.0193
13	139.9922	-37.4029
13	139.8066	-36.6436
13	139.5741	-36.1384
13	139.0828	-35.7328
13	138.1207	-35.6123
13	138.4495	-35.1273
13	138.2076	-34.3847
13	137.7192	-35.0768
13	136.8294	-35.2605
13	137.3524	-34.7073
13	137.5039	-34.1303
13	137.8901	-33.6405
13	137.8103	-32.9
13	136.9968	-33.7528
13	136.3721	-34.0948
13	135.989	-34.8901
13	135.2082	-34.4787
13	135.2392	-33.948
13	134.6134	-33.2228
13	134.0859	-32.8481
13	134.2739	-32.6172
13	132.9908	-32.0112
13	132.2881	-31.9826
13	131.3263	-31.4958
13	129.5358	-31.5904
13	128.2409	-31.9485
13	127.1029	-32.2823
13	126.1487	-32.216
13	125.0886	-32.7288
13	124.2216	-32.9595
13	124.0289	-33.4838
13	123.6597	-33.8902
13	122.811	-33.9145
13	122.1831	-34.0034
13	121.2992	-33.821
13	120.5803	-33.9302
13	119.8937	-33.9761
13	119.2989	-34.5094
13	119.0073	-34.4641
13	118.5057	-34.7468
13	118.025	-35.0647
13	117.2955	-35.0255
13	116.6251	-35.0251
13	115.5643	-34.3864
13	115.0268	-34.1965
13	115.0486	-33.6234
13	115.5451	-33.4873
13	115.7147	-33.2596
13	115.6794	-32.9004
13	115.8016	-32.2051
13	115.6896	-31.6124
13	115.1609	-30.6016
13	114.997	-30.0307
13	115.04	-29.4611
13	114.642	-28.8102
13	114.6165	-28.5164
13	114.1736	-28.1181
13	114.0489	-27.3348
13	113.4775	-26.5431
13	113.339	-26.1165
13	113.7784	-26.549
13	113.441	-25.6213
13	113.9369	-25.9112
13	114.2329	-26.2984
13	114.2162	-25.7863
13	113.7213	-24.9989
13	113.6253	-24.684
13	113.3935	-24.3848
13	113.502	-23.8063
13	113.707	-23.5602
13	113.8434	-23.06
13	113.7366	-22.4755
13	114.1498	-21.7559
13	114.2253	-22.5175
13	114.6478	-21.8295
13	115.4602	-21.4952
13	115.9474	-21.0687
13	116.7116	-20.7017
13	117.1663	-20.6236
13	117.4415	-20.7469
13	118.2296	-20.3742
13	118.8361	-20.2633
13	118.9878	-20.0442
13	119.2525	-19.9529
13	119.8052	-19.9765
13	120.8562	-19.6837
13	121.3999	-19.2398
13	121.6551	-18.7053
13	122.2417	-18.1976
13	122.2866	-17.7986
13	122.3128	-17.255
13	123.0126	-16.4052
13	123.4338	-17.2686
13	123.8593	-17.069
13	123.5032	-16.5965
13	123.8171	-16.1113
13	124.2583	-16.3279
13	124.3797	-15.5671
13	124.9262	-15.0751
13	125.1673	-14.6804
13	125.6701	-14.5101
13	125.6858	-14.2307
13	126.1251	-14.3473
13	126.1428	-14.096
13	126.5826	-13.9528
13	127.0659	-13.818
13	127.8046	-14.2769
13	128.3597	-14.8692
13	128.9855	-14.876
13	129.6215	-14.9698
13	129.4096	-14.4207
13	129.8886	-13.6187
13	130.3395	-13.3574
13	130.1835	-13.1075
13	130.6178	-12.5364
13	131.2235	-12.1836
13	131.7351	-12.3025
13	132.5753	-12.114
13	132.5572	-11.603
13	131.8247	-11.2738
13	132.3572	-11.1285
13	133.0196	-11.3764
13	133.5508	-11.7865
13	134.3931	-12.0424
13	134.6786	-11.9412
13	135.2985	-12.2486
13	135.8827	-11.9623
13	136.2584	-12.0493
13	136.4925	-11.8572
13	136.9516	-12.352
13	136.6851	-12.8872
13	136.3054	-13.2912
13	135.9618	-13.3245
13	136.0776	-13.7243
13	135.7838	-14.224
13	135.4287	-14.7154
13	135.5002	-14.9977
13	136.2952	-15.5503
13	137.0654	-15.8708
13	137.5805	-16.2151
13	138.3032	-16.8076
13	138.5852	-16.8066
13	139.1085	-17.0627
13	139.2606	-17.3716
13	140.2152	-17.7108
13	140.8755	-17.3691
13	141.0711	-16.832
13	141.2741	-16.3889
13	141.3982	-15.8405
13	141.7022	-15.0449
13	141.5634	-14.5613
13	141.6355	-14.2704
13	141.5199	-13.6981
13	141.6509	-12.9447
13	141.8427	-12.7415
13	141.687	-12.4076
13	141.9286	-11.8775
13	142.1185	-11.328
13	142.1437	-11.0427
13	142.5153	-10.6682
13	142.7973	-11.1574
13	142.8668	-11.7847
13	143.1159	-11.9056
13	143.1586	-12.3257
13	143.5221	-12.8344
13	143.5972	-13.4004
13	143.5618	-13.7637
14	162.119	-10.4827
14	162.3986	-10.8264
14	161.7	-10.82
14	161.3198	-10.2048
14	161.9174	-10.4467
14	162.119	-10.4827
15	120.7156	-10.2396
15	120.295	-10.2586
15	118.9678	-9.558
15	119.9003	-9.3613
15	120.4258	-9.6659
15	120.7755	-9.9697
15	120.7156	-10.2396
16	160.8522	-9.8729
16	160.4626	-9.8952
16	159.8494	-9.794
16	159.64	-9.64
16	159.7029	-9.243
16	160.363	-9.4003
16	160.6885	-9.6102
16	160.8522	-9.8729
17	161.68	-9.6
17	161.5294	-9.7843
17	160.7883	-8.9175
17	160.58	-8.32
17	160.92	-8.32
17	161.28	-9.12
17	161.68	-9.6
18	124.436	-10.14
18	123.58	-10.36
18	123.46	-10.24
18	123.55	-9.9
18	123.98	-9.29
18	124.9687	-8.8928
18	125.0862	-8.6569
18	125.9471	-8.4321
18	126.6447	-8.3982
18	126.9572	-8.2733
18	127.3359	-8.3973
18	126.968	-8.6683
18	125.9259	-9.106
18	125.0885	-9.3932
18	124.436	-10.14
19	117.9	-8.0957
19	118.2606	-8.3624
19	118.8785	-8.2807
19	119.1265	-8.7058
19	117.9704	-8.9066
19	117.2777	-9.0409
19	116.7401	-9.0329
19	117.0837	-8.4572
19	117.632	-8.4493
19	117.9	-8.0957
20	122.9035	-8.0942
20	122.757	-8.6498
20	121.2545	-8.9337
20	119.9244	-8.8104
20	119.9209	-8.4449
20	120.7151	-8.237
20	121.3417	-8.5367
20	122.0074	-8.4606
20	122.9035	-8.0942
21	159.875	-8.3373
21	159.9174	-8.5383
21	159.1337	-8.1142
21	158.5861	-7.7548
21	158.2112	-7.4219
21	158.36	-7.32
21	158.82	-7.56
21	159.64	-8.02
21	159.875	-8.3373
22	157.5384	-7.3478
22	157.3394	-7.4048
22	156.902	-7.1769
22	156.4914	-6.7659
22	156.5428	-6.5993
22	157.14	-7.0216
22	157.5384	-7.3478
23	108.6235	-6.7777
23	110.5392	-6.8774
23	110.7596	-6.4652
23	112.6148	-6.946
23	112.9788	-7.5942
23	114.4789	-7.7765
23	115.7055	-8.3708
23	114.5645	-8.7518
23	113.4647	-8.3489
23	112.5597	-8.3762
23	111.5221	-8.3021
23	110.5862	-8.1226
23	109.4277	-7.7407
23	108.6937	-7.6416
23	108.2778	-7.7667
23	106.4541	-7.3549
23	106.2806	-6.9249
23	105.3655	-6.8514
23	106.0516	-5.8959
23	107.265	-5.955
23	108.0721	-6.3458
23	108.4868	-6.422
23	108.6235	-6.7777
24	134.7246	-6.2144
24	134.2101	-6.8952
24	134.1128	-6.1425
24	134.2903	-5.7831
24	134.4996	-5.445
24	134.727	-5.7376
24	134.7246	-6.2144
25	155.88	-6.82
25	155.6	-6.92
25	155.167	-6.5359
25	154.7292	-5.9008
25	154.5141	-5.1391
25	154.6525	-5.0424
25	154.76	-5.34
25	155.0629	-5.5668
25	155.5477	-6.2007
25	156.02	-6.54
25	155.88	-6.82
26	151.9828	-5.4781
26	151.4591	-5.5603
26	151.3014	-5.8407
26	150.7544	-6.0838
26	150.2412	-6.3178
26	149.71	-6.3165
26	148.8901	-6.026
26	148.3189	-5.7471
26	148.4018	-5.4378
26	149.2984	-5.5837
26	149.8456	-5.5055
26	149.9963	-5.0261
26	150.1398	-5.0013
26	150.2369	-5.5322
26	150.8075	-5.4558
26	151.0897	-5.1137
26	151.6479	-4.7571
26	151.5379	-4.1678
26	152.1368	-4.1488
26	152.3387	-4.313
26	152.3187	-4.8677
26	151.9828	-5.4781
27	127.2492	-3.4591
27	126.8749	-3.791
27	126.1838	-3.6074
27	125.989	-3.1773
27	127.0007	-3.1293
27	127.2492	-3.4591
28	130.4713	-3.0938
28	130.8348	-3.8585
28	129.9905	-3.4463
28	129.1552	-3.3626
28	128.5907	-3.4287
28	127.8989	-3.3934
28	128.1359	-2.8436
28	129.371	-2.8022
28	130.4713	-3.0938
29	153.14	-4.5
29	152.8273	-4.7664
29	152.6387	-4.1761
29	152.406	-3.7897
29	151.9532	-3.4621
29	151.3843	-3.0354
29	150.662	-2.7415
29	150.94	-2.5
29	151.48	-2.78
29	151.82	-3.0
29	152.24	-3.24
29	152.64	-3.66
29	153.02	-3.98
29	153.14	-4.5
30	134.1434	-1.1519
30	134.4226	-2.7692
30	135.4576	-3.3678
30	136.2933	-2.307
30	137.4407	-1.7035
30	138.3297	-1.7027
30	139.1849	-2.0513
30	139.9267	-2.4091
30	141.0002	-2.6002
30	142.7352	-3.2892
30	144.584	-3.8614
30	145.2732	-4.3737
30	145.8298	-4.8765
30	145.9819	-5.4656
30	147.6481	-6.0837
30	147.8911	-6.614
30	146.9709	-6.7217
30	147.1919	-7.388
30	148.0846	-8.0441
30	148.7341	-9.1047
30	149.3068	-9.0714
30	149.2666	-9.5144
30	150.0387	-9.6843
30	149.7388	-9.8729
30	150.8016	-10.2937
30	150.6906	-10.5827
30	150.0284	-10.6525
30	149.7823	-10.3933
30	148.9231	-10.2809
30	147.913	-10.1304
30	147.1354	-9.4924
30	146.5679	-8.9426
30	146.0485	-8.0674
30	144.7442	-7.6301
30	143.8971	-7.9153
30	143.2864	-8.2455
30	143.4139	-8.9831
30	142.6284	-9.3268
30	142.0683	-9.1596
30	141.0339	-9.1179
30	140.1434	-8.2972
30	139.1278	-8.096
30	138.8815	-8.3809
30	137.6145	-8.4117
30	138.0391	-7.5979
30	138.6686	-7.3202
30	138.4079	-6.2328
30	137.9278	-5.3934
30	135.9892	-4.5465
30	135.1646	-4.4629
30	133.6629	-3.5389
30	133.3677	-4.0248
30	132.984	-4.113
30	132.7569	-3.7463
30	132.7538	-3.3118
30	131.9898	-2.8206
30	133.0668	-2.4604
30	133.78	-2.4798
30	133.6962	-2.2145
30	132.2324	-2.2125
30	131.8362	-1.6172
30	130.9428	-1.4325
30	130.5196	-0.9377
30	131.8675	-0.6955
30	132.3801	-0.3695
30	133.9855	-0.7802
30	134.1434	-1.1519
31	125.2405	1.4198
31	124.437	0.4279
31	123.6855	0.2356
31	122.7231	0.4311
31	121.0567	0.3812
31	120.1831	0.2372
31	120.0409	-0.5197
31	120.9359	-1.4089
31	121.4758	-0.956
31	123.3406	-0.6157
31	123.2584	-1.0762
31	122.8227	-0.931
31	122.3885	-1.5169
31	121.5083	-1.9045
31	122.4546	-3.1861
31	122.2719	-3.5295
31	123.171	-4.6837
31	123.1623	-5.3406
31	122.6285	-5.6346
31	122.2364	-5.2829
31	122.7196	-4.4642
31	121.7382	-4.8513
31	121.4895	-4.5746
31	121.6192	-4.1885
31	120.8982	-3.6021
31	120.9724	-2.6276
31	120.3055	-2.9316
31	120.39	-4.0976
31	120.4307	-5.5282
31	119.7965	-5.6734
31	119.3669	-5.3799
31	119.6536	-4.4594
31	119.4988	-3.4944
31	119.0783	-3.487
31	118.7678	-2.802
31	119.181	-2.1471
31	119.3234	-1.3531
31	119.826	0.1543
31	120.0357	0.5665
31	120.8858	1.3092
31	121.6668	1.0139
31	122.9276	0.8752
31	124.0775	0.9171
31	125.066	1.6433
31	125.2405	1.4198
32	128.6882	1.1324
32	128.636	0.2585
32	128.1202	0.3564
32	127.968	-0.2521
32	128.38	-0.78
32	128.1	-0.9
32	127.6965	-0.2666
32	127.3995	1.0117
32	127.6005	1.8107
32	127.9324	2.1746
32	128.0042	1.6285
32	128.5946	1.5408
32	128.6882	1.1324
33	105.8177	-5.8524
33	104.7104	-5.8733
33	103.8682	-5.0373
33	102.5843	-4.2203
33	102.1562	-3.6141
33	101.3991	-2.7998
33	100.9025	-2.0503
33	100.142	-0.6503
33	99.2637	0.1831
33	98.97	1.0429
33	98.6014	1.8235
33	97.6996	2.4532
33	97.1769	3.3088
33	96.424	3.8689
33	95.3809	4.9708
33	95.293	5.4798
33	95.9369	5.4395
33	97.4849	5.2463
33	98.3692	4.2684
33	99.1426	3.5903
33	99.694	3.1743
33	100.6414	2.0994
33	101.658	2.0837
33	102.4983	1.3987
33	103.0768	0.5614
33	103.8384	0.1045
33	103.4376	-0.7119
33	104.0108	-1.0592
33	104.37	-1.0848
33	104.5395	-1.7824
33	104.8879	-2.3404
33	105.6221	-2.4288
33	106.1086	-3.0618
33	105.8574	-4.3055
33	105.8177	-5.8524
34	117.8756	1.8276
34	118.9967	0.9022
34	117.8119	0.7842
34	117.4783	0.1025
34	117.5216	-0.8037
34	116.56	-1.4877
34	116.5338	-2.4835
34	116.1481	-4.0127
34	116.0009	-3.657
34	114.8648	-4.107
34	114.4687	-3.4957
34	113.7557	-3.4392
34	113.257	-3.1188
34	112.0681	-3.4784
34	111.7033	-2.9944
34	111.0482	-3.0494
34	110.2238	-2.934
34	110.0709	-1.5929
34	109.5719	-1.3149
34	109.0919	-0.4595
34	108.9527	0.4154
34	109.0691	1.3419
34	109.6633	2.0065
34	110.3961	1.6638
34	111.1689	1.8506
34	111.3701	2.6973
34	111.7969	2.8859
34	112.9956	3.1024
34	113.7129	3.8935
34	114.204	4.5259
34	114.6	4.9
34	115.4507	5.4477
34	116.2207	6.1432
34	116.7251	6.9248
34	117.1296	6.9281
34	117.6434	6.4222
34	117.6891	5.9875
34	118.3477	5.7087
34	119.1819	5.4078
34	119.1107	5.0161
34	118.4397	4.9665
34	118.6183	4.4782
34	117.882	4.1376
34	117.3132	3.2344
34	118.0483	2.2877
34	117.8756	1.8276
35	126.3768	8.4147
35	126.4785	7.7504
35	126.5374	7.1894
35	126.1968	6.2743
35	125.8314	7.2937
35	125.3639	6.7865
35	125.6832	6.0497
35	125.3965	5.581
35	124.2198	6.1614
35	123.9387	6.8851
35	124.2437	7.3606
35	123.6102	7.8335
35	123.2961	7.4189
35	122.8255	7.4574
35	122.0855	6.8994
35	121.9199	7.1921
35	122.3124	8.035
35	122.9424	8.3162
35	123.4877	8.693
35	123.8412	8.2403
35	124.6015	8.5142
35	124.7646	8.9604
35	125.4714	8.987
35	125.4121	9.7603
35	126.2227	9.2861
35	126.3066	8.7825
35	126.3768	8.4147
36	81.218	6.1971
36	80.3484	5.9684
36	79.8725	6.7635
36	79.6952	8.2008
36	80.1478	9.8241
36	80.8388	9.2684
36	81.3043	8.5642
36	81.788	7.5231
36	81.6373	6.4818
36	81.218	6.1971
37	-60.935	10.11
37	-61.77	10
37	-61.95	10.09
37	-61.66	10.365
37	-61.68	10.76
37	-61.105	10.89
37	-60.895	10.855
37	-60.935	10.11
38	123.9824	10.2788
38	123.6232	9.9501
38	123.3099	9.3183
38	122.9959	9.0222
38	122.3801	9.7134
38	122.5861	9.981
38	122.8371	10.2612
38	122.9474	10.8819
38	123.4989	10.9406
38	123.3378	10.2674
38	124.0779	11.2327
38	123.9824	10.2788
39	118.5046	9.3164
39	117.1743	8.3675
39	117.6645	9.0669
39	118.3869	9.6845
39	118.9873	10.3763
39	119.5115	11.3697
39	119.6897	10.5543
39	119.0295	10.0037
39	118.5046	9.3164
40	121.8835	11.8918
40	122.4838	11.5822
40	123.1202	11.5837
40	123.1008	11.1659
40	122.6377	10.7413
40	122.0026	10.441
40	121.9674	10.9057
40	122.0384	11.4158
40	121.8835	11.8918
41	125.5026	12.1627
41	125.7835	11.0461
41	125.0119	11.3115
41	125.0328	10.9758
41	125.2774	10.3587
41	124.8018	10.1347
41	124.7602	10.838
41	124.4591	10.8899
41	124.3025	11.4954
41	124.891	11.4156
41	124.878	11.7942
41	124.2668	12.5578
41	125.2271	12.5357
41	125.5026	12.1627
42	121.5274	13.0696
42	121.2622	12.2056
42	120.8339	12.7045
42	120.3234	13.4664
42	121.1801	13.4297
42	121.5274	13.0696
43	121.3213	18.5041
43	121.9376	18.2186
43	122.246	18.479
43	122.337	18.2249
43	122.1743	17.8103
43	122.5157	17.0935
43	122.2523	16.2624
43	121.6628	15.931
43	121.5051	15.1248
43	121.7288	14.3284
43	122.2589	14.2182
43	122.7013	14.3365
43	123.9503	13.7821
43	123.8551	13.2378
43	124.1813	12.9975
43	124.0774	12.5367
43	123.298	13.0275
43	122.9287	13.5529
43	122.6714	13.1858
43	122.0346	13.7845
43	121.1264	13.6367
43	120.6286	13.8577
43	120.6794	14.271
43	120.9918	14.5254
43	120.6933	14.7567
43	120.5641	14.3963
43	120.0704	14.9709
43	119.9209	15.4063
43	119.8838	16.3637
43	120.2865	16.0346
43	120.39	17.5991
43	120.7159	18.5052
43	121.3213	18.5041
44	-65.591	18.228
44	-65.8472	17.9759
44	-66.5999	17.9818
44	-67.1842	17.9466
44	-67.2424	18.3745
44	-67.1007	18.5206
44	-66.2824	18.5148
44	-65.7713	18.4267
44	-65.591	18.228
45	-76.9026	17.8682
45	-77.2063	17.7011
45	-77.766	17.8616
45	-78.3377	18.226
45	-78.2177	18.4545
45	-77.7974	18.5242
45	-77.5696	18.4905
45	-76.8966	18.4009
45	-76.3654	18.1607
45	-76.1997	17.8869
45	-76.9026	17.8682
46	-72.5797	19.8715
46	-71.7124	19.7145
46	-71.5873	19.8849
46	-70.8067	19.8803
46	-70.2144	19.6229
46	-69.9508	19.648
46	-69.7692	19.2933
46	-69.2221	19.3132
46	-69.2543	19.0152
46	-68.8094	18.9791
46	-68.3179	18.6122
46	-68.6893	18.2051
46	-69.1649	18.4226
46	-69.624	18.3807
46	-69.9529	18.4283
46	-70.1332	18.2459
46	-70.5171	18.1843
46	-70.6693	18.4269
46	-70.9999	18.2833
46	-71.4002	17.5986
46	-71.6577	17.7576
46	-71.7083	18.045
46	-72.3725	18.215
46	-72.8444	18.1456
46	-73.4546	18.2179
46	-73.9224	18.031
46	-74.458	18.3425
46	-74.3699	18.6649
46	-73.4495	18.5261
46	-72.6949	18.4458
46	-72.3349	18.6684
46	-72.7917	19.1016
46	-72.7841	19.4836
46	-73.415	19.6396
46	-73.1898	19.9157
46	-72.5797	19.8715
47	110.3392	18.6784
47	109.4752	18.1977
47	108.6552	18.5077
47	108.6262	19.3679
47	109.1191	19.821
47	110.2116	20.1013
47	110.7866	20.0775
47	111.0101	19.6959
47	110.5706	19.2559
47	110.3392	18.6784
48	-155.5421	19.0835
48	-155.6882	18.9162
48	-155.9366	19.0594
48	-155.9081	19.3389
48	-156.0735	19.7029
48	-156.0237	19.8142
48	-155.8501	19.9773
48	-155.9191	20.174
48	-155.8611	20.2672
48	-155.7851	20.2487
48	-155.4021	20.0798
48	-155.2245	19.993
48	-155.0623	19.8591
48	-154.8074	19.5087
48	-154.8315	19.4533
48	-155.2222	19.2397
48	-155.5421	19.0835
49	-156.0793	20.644
49	-156.4144	20.5724
49	-156.5867	20.783
49	-156.7017	20.8643
49	-156.7106	20.9268
49	-156.6126	21.0125
49	-156.2571	20.9174
49	-155.9957	20.764
49	-156.0793	20.644
50	-156.7582	21.1768
50	-156.7893	21.0687
50	-157.3252	21.0978
50	-157.2503	21.2196
50	-156.7582	21.1768
51	-157.6528	21.3222
51	-157.707	21.2644
51	-157.7786	21.2773
51	-158.1267	21.3124
51	-158.2538	21.5392
51	-158.2927	21.5791
51	-158.0252	21.717
51	-157.9416	21.6527
51	-157.6528	21.3222
52	-159.3451	21.982
52	-159.4637	21.883
52	-159.8005	22.0653
52	-159.7488	22.1382
52	-159.5962	22.2362
52	-159.3657	22.2149
52	-159.3451	21.982
53	-79.6795	22.7653
53	-79.2815	22.3992
53	-78.3474	22.5122
53	-77.9933	22.2772
53	-77.1464	21.6579
53	-76.5238	21.2068
53	-76.1946	21.2206
53	-75.5982	21.0166
53	-75.6711	20.7351
53	-74.9339	20.6939
53	-74.178	20.2846
53	-74.2966	20.0504
53	-74.9616	19.9234
53	-75.6347	19.8738
53	-76.3237	19.9529
53	-77.7555	19.8555
53	-77.0851	20.4134
53	-77.4927	20.6731
53	-78.1373	20.7399
53	-78.4828	21.0286
53	-78.7199	21.5981
53	-79.285	21.5592
53	-80.2175	21.8273
53	-80.5175	22.0371
53	-81.8209	22.1921
53	-82.17	22.3871
53	-81.795	22.637
53	-82.7759	22.6882
53	-83.4945	22.1685
53	-83.9088	22.1546
53	-84.0522	21.9106
53	-84.547	21.8012
53	-84.9749	21.896
53	-84.4471	22.205
53	-84.2304	22.5658
53	-83.7782	22.7881
53	-83.2675	22.983
53	-82.5104	23.0787
53	-82.2682	23.1886
53	-81.4045	23.1173
53	-80.6188	23.106
53	-79.6795	22.7653
54	-77.5347	23.7598
54	-77.78	23.71
54	-78.034	24.2861
54	-78.4085	24.5756
54	-78.1909	25.2103
54	-77.89	25.17
54	-77.54	24.34
54	-77.5347	23.7598
55	121.1756	22.7909
55	120.7471	21.9706
55	120.2201	22.8149
55	120.1062	23.5563
